icao,iata,nombre,ciudad,pais,tipo,lat,lon
SLPF,,Piso Firme Airport,Velasco,BO,small_airport,-13.628834,-61.738667
SLPG,,Progreso Airport,Moxos,BO,small_airport,-14.1784,-65.375603
SLPI,,Pitai Airport,Moxos,BO,small_airport,-15.808492,-65.619471
SLPL,,Padilla Airport,J. Mendoza,BO,small_airport,-19.2994,-64.294098
SLPM,,Palmira Airport,Yacuma,BO,small_airport,-13.737951,-66.409333
SLPN,,Porvenir Norte Airport,Velasco,BO,small_airport,-13.987333,-61.545666
SLPO,POI,Capitan Nicolas Rojas Airport,Potosí,BO,medium_airport,-19.543331,-65.723734
SLPR,PUR,Puerto Rico Airport,Puerto Rico/Manuripi,BO,small_airport,-11.107663,-67.551155
SLPS,PSZ,Capitán Av. Salvador Ogaya G. airport,Puerto Suárez,BO,medium_airport,-18.975301,-57.820599
SLPW,,El Porvenir Sur Airport,Luis Calvo,BO,small_airport,-20.7547,-63.2094
SLPY,,Piray Airport,Sanja Honda,BO,small_airport,-18.333499908447266,-63.192501068115234
SLQN,,Coquinal Airport,Ballivian,BO,small_airport,-13.183333,-67
SLRA,SRD,San Ramón Airport,San Ramón / Mamoré,BO,small_airport,-13.2639,-64.603897
SLRB,RBO,Roboré Airport,Roboré,BO,small_airport,-18.328224,-59.765339
SLRF,,Refugio Airport,Velasco,BO,small_airport,-14.7627,-61.032001
SLRH,,Rancho Alegre Airport,Yacuma,BO,small_airport,-12.166667,-65.783333
SLRI,RIB,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,BO,medium_airport,-11.009355,-66.075468
SLRL,,Rosal Airport,Yacuma,BO,small_airport,-13.975000381469727,-65.625
SLRP,,Rosapata Airport,Carangas,BO,small_airport,-18.641666412353516,-67.55833435058594
SLRQ,RBQ,Rurrenabaque Airport,Rurrenabaque,BO,small_airport,-14.4279,-67.496803
SLRR,,Retiro Airport,Yacuma,BO,small_airport,-14.483334,-66.349998
SLRS,,Rio Seco Airport,Campo Ingelmeco,BO,small_airport,-18.200834274291992,-63.25600051879883
SLRT,,Santa Rita Airport,Yacuma,BO,small_airport,-13.933333,-66.333336
SLRX,,Rincon Del Tigre Airport,German Busch,BO,small_airport,-18.200834,-58.169998
SLRY,REY,Reyes Airport,Reyes,BO,small_airport,-14.3044,-67.353401
SLSA,SBL,Santa Ana Del Yacuma Airport,Santa Ana del Yacuma,BO,medium_airport,-13.762200355500001,-65.4352035522
SLSB,SRJ,Capitán Av. German Quiroga G. Airport,San Borja,BO,small_airport,-14.8592,-66.737503
SLSD,,San Carlos Gutierrez Airport,Yacuma,BO,small_airport,-14.5611,-65.527199
SLSE,,Santa Teresita Airport,Angel Sandoval,BO,small_airport,-16.285,-59.495167
SLSF,,San Rafael Airport,,BO,small_airport,-17.2891,-62.304
SLSG,,San Miguel De Gaser Airport,Yacuma,BO,small_airport,-13.9021,-66.1567
SLSH,,Santa Ana De Huachi Airport,Sud Yungas,BO,small_airport,-15.494724,-67.442415
SLSI,SNG,Capitán Av. Juan Cochamanidis S. Airport,San Ignacio de Velasco,BO,small_airport,-16.38719,-60.962318
SLSJ,,Salinas Airport,Ladislao Cabrera,BO,small_airport,-19.5,-67.33333587646484
SLSK,,Santa Rosa Del Sara Airport,A. Ibañez,BO,small_airport,-17.104719,-63.608372
SLSM,SNM,San Ignacio de Moxos Airport,San Ignacio de Moxos,BO,small_airport,-14.9658,-65.6338
SLSN,,Sanandita Airport,Gran Chaco,BO,small_airport,-21.649999618530273,-63.599998474121094
SLSP,,Sipuati Airport,Gran Chaco,BO,small_airport,-21.0735,-63.109501
SLSQ,,Santiago De Chiquitos Airport,Santiago de Chiquitos,BO,small_airport,-18.3458,-59.604801
SLSR,SRB,Santa Rosa de Yacuma Airport,Santa Rosa,BO,small_airport,-14.073072,-66.787391
SLSS,,Sunsas Airport,Sunsas,BO,small_airport,-18.4754,-58.2767
SLSU,,Juana Azurduy de Padilla Air Force Base,Sucre,BO,medium_airport,-19.007099,-65.288696
SLSV,,San Ignacio de Velasco Airport,San Ignacio de Velasco,BO,medium_airport,-16.401239,-61.0452
SLTA,,Taquipirenda Airport,Cordillera,BO,small_airport,-20.3433,-63.1394
SLTC,,Tres Cruces Airport,Chiquitos,BO,small_airport,-17.3604,-62.2796
SLTE,,Teoponte Airport,Larecaja,BO,small_airport,-15.498333,-67.816666
SLTG,,Santiago Airport,Moxos,BO,small_airport,-15.2278,-65.450104
SLTI,MQK,San Matías Airport,San Matías,BO,small_airport,-16.339199,-58.401901
SLTJ,TJA,Capitan Oriel Lea Plaza Airport,Tarija,BO,medium_airport,-21.5557,-64.701302
SLTL,,San Cristóbal Toldos Airport,Nor Lipez,BO,small_airport,-21.175602,-67.166689
SLTO,,Totora Airport,Oruro,BO,small_airport,-17.798166275024414,-68.09349822998047
SLTR,TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,BO,medium_airport,-14.8187,-64.917999
SLTU,,Turco Airport,Sajama,BO,small_airport,-18.195833206176758,-68.14199829101562
SLTW,,Tita Airport,San Rafael,BO,small_airport,-18.466400146484375,-62.11199951171875
SLTX,,Tuichi Airport,Franz Tamayo,BO,small_airport,-14.316666603088379,-68.58333587646484
SLTY,,Tiguipa Airport,Yacuma,BO,small_airport,-13.800000190734863,-66.23332977294922
SLTZ,,Tupiza-Mochará Airport,Sud Chichas,BO,small_airport,-21.337012,-65.612228
SLUC,,Cuevo Airport,Cordillera,BO,small_airport,-20.480499,-63.528168
SLUK,,Curahuara de Carangas Airport,Oruro,BO,small_airport,-17.98579978942871,-68.39430236816406
SLUP,,Puerto America Airport,Puerto America,BO,small_airport,-11.7616,-67.95864
SLUS,,Urusi Airport,Ballivian,BO,small_airport,-14.316667,-66.166664
SLUU,,Ulla Ulla Airport,Franz Tamayo,BO,small_airport,-15.033334,-69.25
SLUY,UYU,Joya Andina International Airport,Quijarro,BO,large_airport,-20.441304,-66.857553
SLVA,,Villa Aroma Airport,Aroma,BO,small_airport,-17.32101,-67.75322
SLVD,,Covendo Airport,Sud Yungas,BO,small_airport,-15.833333,-67.083336
SLVE,,Venecia Airport,Yacuma,BO,small_airport,-14.636,-66.750298
SLVG,VAH,Capitán Av. Vidal Villagomez Toledo Airport,Vallegrande,BO,small_airport,-18.4825,-64.099403
SLVI,,Caranavi Airport,Nor Yungas,BO,small_airport,-15.75,-67.56666564941406
SLVM,VLM,Teniente Coronel Rafael Pabón Airport,Villamontes,BO,medium_airport,-21.255199432399998,-63.4056015015
SLVN,,Villa Negrita Airport,Yacuma,BO,small_airport,-13.2658,-65.875801
SLVR,VVI,Viru Viru International Airport,Santa Cruz,BO,large_airport,-17.6448,-63.135399
SLVT,,Tesoro/La Vertiente Airport,Tesoro,BO,small_airport,-21.266666,-63.358334
SLVU,,Vuelta Grande Airport,Luis Calvo,BO,small_airport,-20.904833,-63.192165
SLVV,,Villa Elvira Airport,Mamore,BO,small_airport,-13.6443,-64.440804
SLVZ,,Villazon Airport,M.Omiste,BO,small_airport,-22.053604,-65.639249
SLYA,BYC,Yacuiba Airport,Yacuíba,BO,medium_airport,-21.960899353027344,-63.65169906616211
SLYG,,Yabog Airport,Las Juntas,BO,small_airport,-18.654499,-63.132801
SLYI,,Yapacani Airport,Ichilo,BO,small_airport,-17.015667,-64.056335
SLZB,,San Pedro Rb Airport,Moxos,BO,small_airport,-14.866667,-65.650002
SLZC,,San Carlos Airport,Ichilo,BO,small_airport,-17.427798,-63.674953
SLZF,,San Francisco Naciff Airport,Nacif,BO,small_airport,-13.7486,-64.453697
SLZJ,,San Pedro Richard Airport,Itenes,BO,small_airport,-14.216666,-63.650002
SLZV,,San Vicente Airport,Velasco,BO,small_airport,-16.273701,-60.090698
BR-0001,,Tatamborá Flying Field,"Ponta da Sela, Ilhabela",BR,small_airport,-23.888048,-45.446824
BR-0016,,Alexânia Municipal Airport,Alexânia,BR,small_airport,-16.06185,-48.5294
BR-0022,,Fazenda Vale Verde,Nova Bandeirantes,BR,small_airport,-10.257651,-58.259103
BR-0023,,Bonfim Airport,Bonfim,BR,small_airport,3.3621,-59.8239
BR-0024,,Fazenda Montenegro Airport,Chaves,BR,small_airport,-0.2525,-49.52
BR-0025,,Punto do Carmo Airport,Chaves,BR,small_airport,-0.218,-49.764
BR-0026,,Afuá Municipal Airport,Afuá,BR,small_airport,-0.1581,-50.3881
BR-0027,,Anajás Airport,Anajás,BR,small_airport,-1.000581,-49.925344
BR-0028,,Povoado Airport,Salvaterra,BR,small_airport,-0.7687,-48.5278
BR-0031,,19P12 Airstrip,Anisio de Abreu,BR,small_airport,-9.1736,-43.0513
BR-0032,,São Domingos Airstrip,São Domingos,BR,small_airport,-13.4121,-46.2983
BR-0033,,Divinópolis de Goiás Airport,Divinópolis de Goiás,BR,small_airport,-13.2956,-46.379
BR-0034,,Itajá Airstrip,Itajá,BR,small_airport,-19.068,-51.53
BR-0035,,Aporé Airstrip,Aporé,BR,small_airport,-18.94,-51.923
BR-0037,,Fazenda Primavera,Aporé,BR,small_airport,-18.8333,-52.059
BR-0038,,Itaruma Airport,Itaruma,BR,small_airport,-18.7807,-51.3587
BR-0039,,Cachoeira Alta Airport,Cachoeira Alta,BR,small_airport,-18.7872,-50.9365
BR-0040,,Aerocéu Aviação Agrícola Airport,Chapadão do Céu,BR,small_airport,-18.38829,-52.653599
BR-0042,,Fazenda Santa Rita Airport,Itapirapuã,BR,small_airport,-15.3751,-51.045702
BR-0043,,Taxi Aero Airstrip,São Miguel do Araguaia,BR,small_airport,-13.1546,-50.593
BR-0044,,Vila Isabel Airstrip,São Miguel do Araguaia,BR,small_airport,-13.2133,-50.5657
BR-0045,,Fazenda São Miguel Airstrip,São Miguel do Araguaia,BR,small_airport,-13.2912,-50.5468
BR-0046,,Novo Planalto Airport,Novo Planalto,BR,small_airport,-13.2391,-49.5138
BR-0047,,Teresina de Goiás Airport,Teresina de Goiás,BR,small_airport,-13.7782,-47.282
BR-0049,,Fazenda Vale do Sol Airport,Serranópolis,BR,small_airport,-18.2887,-51.9412
BR-0050,,Portelândia Airstrip,Portelândia,BR,small_airport,-17.3494,-52.6632
BR-0051,,Baliza Airport,Baliza,BR,small_airport,-16.1997,-52.5261
BR-0052,,Bom Jardim de Goiás Airport,Bom Jardim de Goiás,BR,small_airport,-16.2058,-52.1627
BR-0053,,Piranhas Airport,Piranhas,BR,small_airport,-16.4406,-51.7742
BR-0054,,Caiapônia Airport,Caiapônia,BR,small_airport,-16.9693,-51.8233
BR-0055,,Tesouro Airport,Tesouro,BR,small_airport,-16.0734,-53.5692
BR-0056,,Guiratinga Airport,Guiratinga,BR,small_airport,-16.283479,-53.770679
BR-0057,,Guiratinga 2 Airport,Guiratinga,BR,small_airport,-16.3482,-53.7786
BR-0058,,Torixoréu Northwest Airport,Torixoréu,BR,small_airport,-16.1753,-52.5761
BR-0059,,Anicuns Airport,Anicuns,BR,small_airport,-16.4468,-49.9711
BR-0060,,Arenópolis Airstrip,Arenópolis,BR,small_airport,-16.3833,-51.5803
BR-0061,,Fazenda Água Fria Airfield,Xinguara,BR,small_airport,-7.0161,-49.366
BR-0062,,Banaer Airport,Sete Barras,BR,small_airport,-24.419054,-47.869082
BR-0063,,Luiz Ribeiro Maia Airport,Tapauá,BR,small_airport,-5.636109,-63.185731
BR-0064,,Santo Antônio do Içá Airport,Santo Antônio do Içá,BR,small_airport,-3.084476,-67.958457
BR-0065,,Anori Airport,Anori,BR,small_airport,-3.725643,-61.667054
BR-0066,,Fordlândia Airport,Fordlândia,BR,small_airport,-3.791178,-55.470674
BR-0067,,Linha-dura Airport,Medicilândia,BR,small_airport,-3.515242,-53.486152
BR-0068,,Medicilândia Airport,Medicilândia,BR,small_airport,-3.400857,-52.95263
BR-0069,,São Luiz Airport,São Luiz,BR,small_airport,1.01821,-60.026079
BR-0070,,Presidente Figueiredo Airport,Presidente Figueiredo,BR,small_airport,-1.989875,-60.148936
BR-0071,,Itapiranga Airport,Itapiranga,BR,small_airport,-2.736772,-58.026525
BR-0072,,Faro Airport,Faro,BR,small_airport,-2.131061,-56.732522
BR-0073,,Curuai Airport,Curuai,BR,small_airport,-2.289123,-55.477823
BR-0074,,Alta Floresta D'Oeste Airport,Alta Floresta D'Oeste,BR,small_airport,-11.919358,-61.97612
BR-0075,,Rolim de Moura Airport,Rolim de Moura,BR,small_airport,-11.655585,-61.775907
BR-0076,,São Miguel do Guaporé Airport,São Miguel do Guaporé,BR,small_airport,-11.703,-62.679631
BR-0077,,Rondolândia Airport,Rondolândia,BR,small_airport,-10.861378,-61.495263
BR-0078,,Jaru Airport,Jaru,BR,small_airport,-10.359504,-62.46073
BR-0079,,Extrema Airport,Extrema,BR,small_airport,-9.771308,-66.331287
BR-0080,,Colorado do Oeste Airport,Colorado do Oeste,BR,small_airport,-13.113405,-60.524276
BR-0081,,Cerejeiras Airport,Cerejeiras,BR,small_airport,-13.183366,-60.839676
BR-0082,,Pimenteiras do Oeste Airport,Pimenteiras do Oeste,BR,small_airport,-13.475905,-61.035152
BR-0083,,Associação Aerodesportivo de Espigão d'Oeste Airport,Espigão d'Oeste,BR,small_airport,-11.547936,-61.022681
BR-0084,,Pixaim Airport,Pixaim,BR,small_airport,-16.741401,-56.836628
BR-0085,,Nova Mamoré Airport,Nova Mamoré,BR,small_airport,-10.399912,-65.347213
BR-0086,,Aeroclube de Buritis Airport,Buritis,BR,small_airport,-10.206737,-63.854913
BR-0087,,Carlos da Silveira Bueno Airport,Guaraí,BR,small_airport,-8.871896,-48.501531
BR-0088,,Presidente Kennedy Airport,Presidente Kennedy,BR,small_airport,-8.544268,-48.508229
BR-0089,,Brasilândia do Tocantins Airport,Brasilândia do Tocantins,BR,small_airport,-8.38962,-48.490579
BR-0090,,Colinas do Tocantins Airport,Colinas do Tocantins,BR,small_airport,-8.143634,-48.478337
BR-0091,,Nova Olinda Airport,Nova Olinda,BR,small_airport,-7.623877,-48.411781
BR-0093,,Tocantinópolis Airport,Tocantinópolis,BR,small_airport,-6.333432,-47.471938
BR-0095,,Fazenda Curitiba Airport,Correntina,BR,small_airport,-13.7029,-45.6121
BR-0096,,Fazenda Agrovera Airport,Porto dos Gaúchos,BR,small_airport,-11.872098,-56.277013
BR-0097,,Fazenda Santa Lucia Airport,Santa Maria das Barreiras,BR,small_airport,-8.922531,-50.348346
BR-0098,,Brasnorte Airport,Brasnorte,BR,small_airport,-12.099274,-58.001527
BR-0099,,Brianorte Airport,Brianorte,BR,small_airport,-12.279135,-57.342796
BR-0100,,Montes Altos Airport,Montes Altos,BR,small_airport,-5.838959,-47.058035
BR-0101,,Amarante do Maranhão Airstrip,Amarante do Maranhão,BR,small_airport,-5.5829,-46.741288
BR-0102,,Vitorino Freire Airport,Vitorino Freire,BR,small_airport,-4.251292,-45.233199
BR-0103,,Zé Doca Airport,Zé Doca,BR,small_airport,-3.263659,-45.66214
BR-0104,,Vargem Grande Airstrip,Vargem Grande,BR,small_airport,-3.53481,-43.9239
BR-0105,,Chapadinha Airport,Chapadinha,BR,small_airport,-3.748136,-43.31068
BR-0106,,Esperantina Airport,Esperantina,BR,small_airport,-3.896953,-42.260735
BR-0107,,Santa Quitéria do Maranhão Airport,Santa Quitéria do Maranhão,BR,small_airport,-3.498477,-42.615958
BR-0108,,Piripiri Airport,Piripiri,BR,small_airport,-4.335206,-41.768978
BR-0110,,Taiobeiras Municipal Airport,Taiobeiras,BR,small_airport,-15.77619,-42.193654
BR-0111,,Castanheira Airport,Castanheira,BR,small_airport,-11.135194,-58.599106
BR-0112,,Colniza Airport,Colniza,BR,small_airport,-9.446215,-59.199477
BR-0113,,Machadinho d'Oeste Airport,Machadinho d'Oeste,BR,small_airport,-9.40307,-62.006018
BR-0115,,Lagoa Nova Airport,Lagoa Nova,BR,small_airport,-6.038857,-36.454737
BR-0116,,Santa Cruz Airport,Santa Cruz,BR,small_airport,-6.276513,-36.034278
BR-0117,,Fazenda São Paulo dos Palmares Airport,Timburi,BR,small_airport,-23.270862,-49.546126
BR-0118,,Vila Operária Airport,Dom Aquino,BR,small_airport,-15.82961,-54.933281
BR-0119,,Ponte Branca Airport,Ponte Branca,BR,small_airport,-16.754234,-52.84266
BR-0120,,Ribeirãozinho Airport,Ribeirãozinho,BR,small_airport,-16.492659,-52.700786
BR-0121,,Bom Despacho Airport,Bom Despacho,BR,small_airport,-19.687863,-45.269677
BR-0122,,Old Vacaria Airport,Vacaria,BR,small_airport,-28.509722,-50.918331
BR-0124,,Boa Vista Airport,Patrocínio,BR,small_airport,-18.757635,-46.97078
BR-0125,,Francisco Lazaro da Silveira Airport,Coromandel,BR,small_airport,-18.480246,-47.223786
BR-0126,,San Antonio Airport,São Luís de Montes Belos,BR,small_airport,-16.547606,-50.418487
BR-0127,,Ivolândia Airport,Ivolândia,BR,small_airport,-16.602639,-50.828542
BR-0131,,Fazenda Brauna Airport,Arraias,BR,small_airport,-12.549442,-46.886701
BR-0132,,Tunui Airport,Tunui,BR,small_airport,1.387973,-68.158747
BR-0133,,Itaberaí Go Airport,Itaberaí,BR,small_airport,-16.023533,-49.76983
BR-0134,,Sanclerlândia Airport,Sanclerlândia,BR,small_airport,-16.208928,-50.336632
BR-0135,,Cidade de Goiás Airport,Goiás,BR,small_airport,-15.920225,-50.193045
BR-0136,,Itapuranga Airport,Itapuranga,BR,small_airport,-15.545172,-49.944283
BR-0137,,Uruana Airport,Uruana,BR,small_airport,-15.520599,-49.690334
BR-0138,,Morro Agudo de Goiás Airport,Morro Agudo de Goiás,BR,small_airport,-15.332789,-50.046968
BR-0139,,Asas de Balsa Nova Airport,Balsa Nova,BR,small_airport,-25.549311,-49.643565
BR-0140,,Mara Rosa Airport,Mara Rosa,BR,small_airport,-14.036961,-49.164362
BR-0141,,Amaralina Airport,Amaralina,BR,small_airport,-13.941568,-49.277504
BR-0142,,Mutunópolis Airport,Mutunópolis,BR,small_airport,-13.745957,-49.284566
BR-0143,,Santa Tereza de Goiás Airport,Santa Tereza de Goiás,BR,small_airport,-13.733495,-49.039767
BR-0144,,Talismã Airport,Talismã,BR,small_airport,-12.804638,-49.091759
BR-0145,,Araguaçu Airport,Araguaçu,BR,small_airport,-12.948367,-49.821905
BR-0146,,Figueirópolis Airport,Figueirópolis,BR,small_airport,-12.149681,-49.184142
BR-0147,,Alvorada Airport,Alvorada,BR,small_airport,-12.499175,-49.108361
BR-0148,,São Domingos Airport,Alvorada,BR,small_airport,-12.493611,-49.149912
BR-0149,,Formoso do Araguaia Airport,Formoso do Araguaia,BR,small_airport,-11.81529,-49.570035
BR-0150,,Formoso do Araguaia North Airport,Formoso do Araguaia,BR,small_airport,-11.782479,-49.571696
BR-0151,,Aliança do Tocantins Airport,Aliança do Tocantins,BR,small_airport,-11.295845,-48.926706
BR-0152,,Fátima Airport,Fátima,BR,small_airport,-10.755197,-48.915027
BR-0153,,Crixás Airport,Crixás,BR,small_airport,-14.538299,-49.934767
BR-0154,,Fazenda Rio Crixás Airport,Fazenda Rio Crixás,BR,small_airport,-13.738055,-50.014167
BR-0155,,Autazes Airport,Autazes,BR,small_airport,-3.598333,-59.126286
BR-0156,,Marreca Airport,Marreca,BR,small_airport,-10.183659,-52.098914
BR-0157,,Paranorte Airport,Paranorte,BR,small_airport,-10.387302,-57.717399
BR-0158,,Fontanillas Airport,Fotanillas,BR,small_airport,-11.324983,-58.351633
BR-0159,,Teles Pires Lodge Airport,Apiacás,BR,small_airport,-8.863569,-57.420427
BR-0160,,Genil Motta Airport,Itiquira,BR,small_airport,-17.181368,-54.151611
BR-0161,,Rio Verde de Mato Grosso Airport,Rio Verde de Mato Grosso,BR,small_airport,-18.908559,-54.83163
BR-0162,,Piraí do Sul Airport,Piraí do Sul,BR,small_airport,-24.543221,-49.917876
BR-0163,,Chapada Gaúcha Airport,Chapada Gaúcha,BR,small_airport,-15.30438,-45.631698
BR-0164,,Serra das Araras Airfield,Serra das Araras,BR,small_airport,-15.563234,-45.414942
BR-0165,,Pandeiros Airfield,Pandeiros,BR,small_airport,-15.462997,-44.847414
BR-0166,,São Francisco Airport,São Francisco,BR,small_airport,-15.972953,-44.817481
BR-0167,,Brasília de Minas Airstrip,Brasília de Minas,BR,small_airport,-16.221298,-44.350793
BR-0168,,Ermidinha Airport,Ermidinha,BR,small_airport,-16.433654,-44.056839
BR-0169,,Capitão Enéas Airfield,Capitão Enéas,BR,small_airport,-16.31566,-43.710081
BR-0170,,Coração de Jesus Airport,Coração de Jesus,BR,small_airport,-16.659434,-44.355019
BR-0171,,Fazenda Agropecuária Nossa Senhora Aparecida Airstrip,Paredão de Minas,BR,small_airport,-17.124599,-45.604362
BR-0172,,Fazenda Gleba da Barra Airport,Brasilândia de Minas,BR,small_airport,-17.014176,-46.073434
BR-0173,,Canabrava Airstrip,Canabrava,BR,small_airport,-17.085435,-45.881673
BR-0175,,Fazenda Boa Sorte Airport,Aliança do Tocantins,BR,small_airport,-11.304256,-48.679433
BR-0176,,Fazenda Rosa dos Ventos Airport,Itumbiara,BR,small_airport,-18.311111,-49.838194
BR-0177,,Fazenda Nictheroy Airport,Rio Branco,BR,small_airport,-10.2675,-67.698
BR-0178,,Francisco Ramalho Airport,Pedreiras,BR,small_airport,-4.58443,-44.546242
BR-0179,,Caxias Airport,Caxias,BR,small_airport,-4.83672,-43.335108
BR-0181,,Fazenda Santarém Airport,Bandeirantes,BR,small_airport,-20.040262,-54.151159
BR-0182,,Fazenda Roseira Airport,São Raimundo das Mangabeiras,BR,small_airport,-7.230963,-45.881872
BR-0183,,Aero Agricola Rio Claro Airport,São José do Rio Claro,BR,small_airport,-13.434683,-56.730358
BR-0184,,Arenápolis Airstrip,Arenápolis,BR,small_airport,-14.498655,-56.851413
BR-0185,,Altamira Airport,Cachoeira Da Serra,BR,small_airport,-8.642135,-55.041072
BR-0191,,Sérgio Bonifácio Airport,Ivaiporã,BR,small_airport,-24.263589,-51.639318
BR-0192,,Tamarana Metais Airport,Tamarana,BR,small_airport,-23.717042,-51.116039
BR-0193,,Manoel Francisco dos Santos Airport,Oriximiná,BR,small_airport,-1.066082,-57.05243
BR-0194,,Ponta de Pedras Airstrip,Ponta de Pedras,BR,small_airport,-1.397869,-48.856931
BR-0195,,Muaná Airstrip,Muaná,BR,small_airport,-1.536895,-49.232689
BR-0196,,Curralinho Airstrip,Curralinho,BR,small_airport,-1.797103,-49.801873
BR-0197,,Fazenda Chapadão Alegre Airport,Correntina,BR,small_airport,-13.434996,-45.307717
BR-0198,,Fazenda Água Boa Airport,Juara,BR,small_airport,-11.176732,-57.669051
BR-0200,,Santa Terezinha de Goiás Airstrip,Santa Terezinha de Goiás,BR,small_airport,-14.453288,-49.67461
BR-0201,,Alto Horizonte Airport,Alto Horizonte,BR,small_airport,-14.196032,-49.362951
BR-0202,,Taipas do Tocantins Airstrip,Taipas do Tocantins,BR,small_airport,-12.178581,-46.970934
BR-0203,,Conceição do Tocantins Airstrip,Conceição do Tocantins,BR,small_airport,-12.228285,-47.277564
BR-0204,,Conceição do Tocantins West Airstrip,Conceição do Tocantins,BR,small_airport,-12.231261,-47.32664
BR-0205,,Bonfim Airstrip,Bonfim,BR,small_airport,-11.826265,-47.626364
BR-0206,,Natividade Airstrip,Natividade,BR,small_airport,-11.706552,-47.750419
BR-0207,,Mateiros Airport,Mateiros,BR,small_airport,-10.562528,-46.429861
BR-0208,,São Félix do Tocantins Airstrip,São Félix do Tocantins,BR,small_airport,-10.158514,-46.641853
BR-0209,,Galhão Airstrip,Galhão,BR,small_airport,-10.604769,-46.249508
BR-0210,,Dois Irmãos do Tocantins Airstrip,Dois Irmãos do Tocantins,BR,small_airport,-9.25308,-49.055964
BR-0211,,Caseara Airstrip,Caseara,BR,small_airport,-9.302872,-49.946237
BR-0212,,Pequizeiro Airstrip,Pequizeiro,BR,small_airport,-8.586875,-48.946678
BR-0213,,Colméia Airstrip,Colméia,BR,small_airport,-8.747707,-48.764792
BR-0214,,Itaporã do Tocantins Airstrip,Itaporã do Tocantins,BR,small_airport,-8.564261,-48.702882
BR-0215,,Bernardo Sayão Airstrip,Bernardo Sayão,BR,small_airport,-7.875086,-48.895373
BR-0216,,Bandeirantes do Tocantins Airstrip,Bandeirantes do Tocantins,BR,small_airport,-7.773402,-48.559079
BR-0217,,Palmeirante Airstrip,Palmeirante,BR,small_airport,-7.850755,-47.924564
BR-0218,,Goiatins Airstrip,Goiatins,BR,small_airport,-7.707254,-47.330409
BR-0219,,Arapoema Airstrip,Arapoema,BR,small_airport,-7.645339,-49.058384
BR-0220,,Avelino Remor Airstrip,Rio Maria,BR,small_airport,-7.301063,-50.049915
BR-0221,,Aragominas Airstrip,Aragominas,BR,small_airport,-7.170034,-48.533374
BR-0222,,Wanderlândia Airstrip,Wanderlândia,BR,small_airport,-6.823287,-47.978165
BR-0223,,Piraquê Airstrip,Piraquê,BR,small_airport,-6.782418,-48.289209
BR-0224,,Xambioá Airstrip,Xambioá,BR,small_airport,-6.418838,-48.550643
BR-0225,,Ananás Airstrip,Ananás,BR,small_airport,-6.341518,-48.073813
BR-0226,,Arinos Airstrip,Arinos,BR,small_airport,-15.890444,-46.099357
BR-0227,,Fazenda Panambi Airstrip,Buritis,BR,small_airport,-15.823305,-46.465488
BR-0228,,Fazenda Triunfo Airstrip,,BR,small_airport,-15.68727,-44.476848
BR-0229,,Jaíba Airstrip,Jaíba,BR,small_airport,-15.334222,-43.689039
BR-0230,,Montezuma Airport,Montezuma,BR,small_airport,-15.177854,-42.507661
BR-0231,,Cachoeira da Prata Airstrip,,BR,small_airport,-15.361892,-42.371236
BR-0232,,Vargem Grande do Rio Pardo Airstrip,Vargem Grande do Rio Pardo,BR,small_airport,-15.361532,-42.21974
BR-0233,,Trajanópolis Airstrip,Trajanópolis,BR,small_airport,-15.255545,-48.277789
BR-0234,,Jalles Machado Airstrip,,BR,small_airport,-15.083994,-49.294977
BR-0235,,Juscelândia Airstrip,Juscelândia,BR,small_airport,-15.117624,-49.31236
BR-0236,,Simplício Mendes Airstrip,Simplício Mendes,BR,small_airport,-7.823368,-41.958934
BR-0237,,Jaicós Airport,Jaicós,BR,small_airport,-7.342351,-41.141814
BR-0238,,Valença do Piauí Airport,Valença do Piauí,BR,small_airport,-6.388103,-41.763983
BR-0239,,Canavieira Airstrip,Canavieira,BR,small_airport,-7.68378,-43.71091
BR-0240,,Mirador Airstrip,Mirador,BR,small_airport,-6.36777,-44.347317
BR-0241,,Pedro II Airstrip,Pedro II,BR,small_airport,-4.431367,-41.434319
BR-0243,,Canindé Airstrip,Canindé,BR,small_airport,-4.324935,-39.250419
BR-0244,,Solonópole Airstrip,Solonópole,BR,small_airport,-5.713798,-39.00966
BR-0245,,Independência Airport,Independência,BR,small_airport,-5.376942,-40.29623
BR-0246,,Jaguaribe Airstrip,Jaguaribe,BR,small_airport,-5.854545,-38.573393
BR-0247,,Pau dos Ferros Airport,Pau dos Ferros,BR,small_airport,-6.154339,-38.196588
BR-0248,,Caraúbas Airstrip,Caraúbas,BR,small_airport,-5.777501,-37.552745
BR-0249,,Luís Antônio Fontenele - Cocal da Estação Airport,Cocal,BR,small_airport,-3.455071,-41.604942
BR-0250,,Fazenda Providência Airport,Rodolândia,BR,small_airport,-10.114436,-61.391242
BR-0251,,Fazenda Pertinho do Céu Airport,Guiratinga,BR,small_airport,-16.474263,-53.911738
BR-0252,,Fazenda Fusão Airport,Lábrea,BR,small_airport,-9.569238,-67.305229
BR-0255,,Fazenda Varnier Airport,Brasnorte,BR,small_airport,-12.99317,-57.41081
BR-0257,,Wai Wai Airstrip,Oriximiná,BR,small_airport,-0.69927,-57.969545
BR-0258,,Yanomami Airstrip,,BR,small_airport,1.617119,-63.65329
